"","rank_year_range","cbsa_code","count","prosperity_rank","growth_rank","inclusion_rank","racial_inclusion_rank","value_year","average_annual_wage","output_per_job","output_per_person","employment_at_firms_0_5_years_old","jobs","real_gdp","employment_to_population_ratio","median_income","relative_income_poverty","gap_in_employment_to_population_ratio","gap_in_median_income","gap_in_relative_income_poverty"
"1","2007-2017","10420",3,"44","78","89","35","2017",46101.8900159511,106451.226403224,50684.8692907776,27089,334961.467098031,35657058970.4085,0.7478428,31036.11,0.2835385,0.0957737,10365.46,0.1104397
"2","2007-2017","10580",3,"4","29","49","69","2017",53671.1132742332,136536.752956144,70669.3245098835,30575,458677.28646572,62626307348.7647,0.7404639,38976.86,0.2725071,0.1635771,12750.04,0.0965262
"3","2007-2017","10740",3,"84","85","67","42","2017",44505.4006523688,107619.345060463,46323.8623776084,33392,392014.519917467,42188345887.7098,0.6944837,30124.38,0.2536528,0.0014018,8849.066,0.038288
"4","2007-2017","10900",3,"36","36","85","53","2017",49228.129908721,118010.738491653,51456.2515086205,26936,366505.22451082,43251552205.5709,0.740391,35179.64,0.27369,0.0860617,11097.54,0.1106475
"5","2007-2017","12060",3,"58","33","64","57","2017",57690.355413422,138093.515260689,62563.8902011005,259336,2666106.19819069,368171976966.463,0.7434431,36005.05,0.2517715,0.0349653,15415.73,0.0604382
"6","2007-2017","12260",3,"23","65","99","72","2017",46163.5407115574,110180.907948794,44988.3491712199,15250,245049.73907099,26999802743.4568,0.6711519,26087.29,0.2618838,0.1032298,7172.486,0.0554599
"7","2007-2017","12420",3,"9","1","4","49","2017",58746.7727368283,132542.051673014,63756.8632804675,132354,1017778.81858145,134898492764.122,0.7681109,39978.28,0.2494142,0.0229335,16895.41,0.0677072
"8","2007-2017","12540",3,"87","46","77","10","2017",45030.5285434265,116068.426480475,42472.7663151437,39436,326817.85847244,37933234578.6148,0.6060863,27028.23,0.2618284,0.0029218,15952.81,0.0184163
"9","2007-2017","12580",3,"18","47","54","89","2017",58721.4541800801,137063.095169202,69657.8566250496,109946,1427163.53579036,195611451528.049,0.7512255,45406.8,0.2836629,0.071009,16237.95,0.096326
"10","2007-2017","12940",3,"26","34","72","77","2017",49759.3090967802,126885.787849413,61391.5711629272,40005,403593.9129012,51210331609.6962,0.6973029,32599.56,0.2869024,0.0949573,16149.07,0.1189867
"11","2007-2017","13820",3,"67","89","82","87","2017",50300.0227632303,118933.127502994,53863.1895785582,41359,520731.891273893,61932272419.7533,0.6844134,34033.48,0.2582413,0.0664253,14873.25,0.1104654
"12","2007-2017","14260",3,"72","58","97","12","2017",44708.4852931053,104873.396187684,47010.4031008109,33749,318194.13504427,33370099589.0951,0.7323381,29863.27,0.2618281,0.0562369,5318.766,0.0661563
"13","2007-2017","14460",3,"13",NA,"41","70","2017",73749.5060763478,159925.77634535,91344.3261393587,247484,2762466.90898095,441789665047.119,0.777106,45460.22,0.2885796,0.0543764,18500.4,0.098704
"14","2007-2017","14860",3,"100","86","95","97","2017",83513.1107652609,208931.593281141,95121.7713063706,41778,432477.284560463,90358168121.1189,0.7452237,42030.76,0.2845792,0.0689253,20934.64,0.1171319
"15","2007-2017","15380",3,"6","63","2","55","2017",47393.8026420558,117815.309524545,57259.8438064526,40805,552527.48775291,65096196990.4284,0.7432311,34070.53,0.2560745,0.1378777,15929.09,0.1704209
"16","2007-2017","15980",3,"97","22","98","27","2017",43232.2949264213,104602.523908256,37096.0990196563,42207,262157.40956459,27422326701.7064,0.710991,29027.56,0.2466603,0.0246983,6285.387,0.0060998
"17","2007-2017","16700",3,"14","10","13","68","2017",47074.5325036645,113195.09090449,51927.5663871885,36900,355907.799850894,40287015757.7388,0.7486637,34992.69,0.2444853,0.0434651,15470.62,0.1142733
"18","2007-2017","16740",3,"41","14","80","56","2017",54888.1127983281,130605.945595565,62139.0313214131,109215,1201476.74576041,156920006491.121,0.7422186,35049.23,0.2571207,0.0292876,12081.74,0.0678258
"19","2007-2017","16860",3,"19","62","18","9","2017",45797.8365307495,110588.733724219,50414.4777073725,18378,253715.507847776,28058076739.0828,0.7171268,31981.91,0.263695,0.0609592,12784.84,0.0778192
"20","2007-2017","16980",3,"57","72","28","66","2017",60392.0122112446,142254.919020119,69244.8138060564,396065,4640356.7929509,660113579805.688,0.7416949,37927.94,0.2554511,0.0832655,18472.7,0.0652158
"21","2007-2017","17140",3,"20","45","38","14","2017",52085.6249509314,122749.245675875,60590.3343757933,83084,1075618.07231718,132031307012.272,0.7512118,35138.34,0.260336,0.034326,9060.615,0.0580142
"22","2007-2017","17460",3,"42","81","57","98","2017",51110.2972602772,119913.836505268,61075.8468357964,75415,1048633.28926411,125745640802.798,0.7335951,33986.53,0.2743938,0.1331623,14768.21,0.1189853
"23","2007-2017","17820",3,"76","26","71","73","2017",49324.3239658828,108399.952961827,49705.9901943458,27460,331928.859623892,35981072769.9027,0.7583974,34666.4,0.2928631,0.0262204,6989.215,0.0570745
"24","2007-2017","17900",3,"66","39","94","58","2017",44120.5104034899,105653.445209041,51127.999308649,30366,399251.40699532,42182286653.6126,0.7275138,30078.15,0.2664193,0.0311881,11074.49,0.0644139
"25","2007-2017","18140",3,"27","20","62","62","2017",51226.3230896134,119994.397896313,61512.6718259991,84828,1065615.82026513,127867928741.5,0.7486285,35185.6,0.2610626,0.0745116,13722.09,0.0848934
"26","2007-2017","19100",3,"52","8","43","51","2017",59334.8910403596,139252.050394404,67340.5756195594,393114,3578385.35992003,498297498470.18,0.7543881,36923.83,0.242471,0.0351742,19484.04,0.0675401
"27","2007-2017","19380",3,"75","93","60","63","2017",46510.2286511654,106067.442571871,51562.2732990861,23482,390562.404074074,41425955364.8585,0.7222543,29994.39,0.2769731,0.0547968,13155.76,0.1047398
"28","2007-2017","19660",3,"88","76","29","5","2017",37973.9487728796,90682.1519557058,28034.9807073767,24598,200705.04672276,18200365545.1903,0.6653516,29084.89,0.2127566,0.0385636,5974.244,0.0275917
"29","2007-2017","19740",3,"24","6","11","20","2017",62105.8851939053,138884.504785457,72098.1265900957,159038,1499344.76987628,208235755866.932,0.7981136,40003.36,0.2401622,0.0478826,16798.4,0.0717043
"30","2007-2017","19780",3,"43","23","36","1","2017",53800.981993906,128505.348738597,74302.1480425413,26408,373467.52656912,47992574744.3059,0.806437,39777.94,0.2498385,0.0389404,10845.5,0.0747137
"31","2007-2017","19820",3,"65","74","30","41","2017",58196.1110752622,130784.440436083,58897.9104382904,182344,1942332.01341956,254026805516.167,0.7104578,35087.04,0.2720076,0.1086606,10017.37,0.0675169
"32","2007-2017","20500",3,"77","31","3","60","2017",58898.0194350016,138316.135270012,77339.8082597575,23191,317278.76603513,43884772721.2177,0.7318783,35129.74,0.2651098,0.0563467,17763.9,0.0795069
"33","2007-2017","21340",3,"48","24","1","2","2017",39802.6931073894,94508.2851769163,37800.2773870346,29787,337900.05481297,31934354741.5598,0.7045541,25075.81,0.233943,0.0137123,16872.97,0.0393721
"34","2007-2017","23420",3,"62","51","74","18","2017",42254.3552342043,100960.798175726,40540.7970957366,45592,397235.23343326,40105186230.9429,0.6677752,27944.24,0.2791285,0.0671407,16352.8,0.099727
"35","2007-2017","24340",3,"61","28","9","28","2017",46219.688032287,105079.638355868,56604.9674747629,45123,570529.72255258,59951056917.0986,0.8002883,30526.61,0.2731711,0.054689,9532.824,0.0470234
"36","2007-2017","24660",3,"69","90","65","17","2017",44324.5808090471,111444.847459262,53145.1485317358,25333,362988.847508345,40453236739.9807,0.7096683,30082.1,0.2464004,0.0496954,10165.54,0.0878629
"37","2007-2017","24860",3,"22","53","31","8","2017",43935.4225584719,101635.182015638,46330.0308782622,32868,408403.265791944,41508140254.5453,0.7144489,30006.41,0.2668028,0.0164316,6803.912,0.0253628
"38","2007-2017","25420",3,"49","83","75","16","2017",50599.4089743893,115240.376155919,67704.6266039273,21260,335997.506779026,38720479068.6658,0.7442368,35242.96,0.2635345,0.0745898,12249.46,0.0739589
"39","2007-2017","25540",3,"86","71","92","80","2017",63038.5424550653,156072.920095039,81945.7122662343,50482,635443.58445545,99175535781.6205,0.7417175,40985.78,0.2875968,0.1089457,19893.9,0.1100671
"40","2007-2017","26420",3,"74","9","59","39","2017",63783.3126490333,163034.878981123,71128.2531228975,331756,3007002.5221036,490246292287.093,0.7152673,36006.46,0.2507977,0.0216113,20569.83,0.0778408
"41","2007-2017","26900",3,"60","38","63","40","2017",50013.9231984155,119801.457761401,61433.0399829069,79126,1040253.8274625,124623924971.885,0.7517029,36021.33,0.2549747,0.0513009,11910.53,0.0569274
"42","2007-2017","27140",3,"55","75","70","76","2017",41729.6159946775,107058.024953767,50709.8765595571,22169,274118.32252498,29346566213.1641,0.6871545,31134.76,0.2581933,0.1100607,15035.26,0.095839
"43","2007-2017","27260",3,"95","35","76","46","2017",49283.3200463015,116367.133735338,53343.1283584032,74477,689888.44822299,80280341316.8297,0.7284275,32149.23,0.2283138,0.0200751,10866.21,0.0502824
"44","2007-2017","28140",3,"54","41","40","7","2017",51723.0809368758,116200.454690961,59058.4970227273,87595,1082012.48736963,125730343013.648,0.7743863,36029.08,0.2415131,0.0618871,11942.64,0.0570744
"45","2007-2017","28940",3,"15","44","19","15","2017",47284.3322622148,112633.405111165,50600.2553863435,28276,394036.6213432,44381686400.3834,0.7079064,29995.79,0.2493392,0.0318922,6613.449,0.0761244
"46","2007-2017","29460",3,"85","54","87","30","2017",41002.9487414532,99991.8840746554,32507.229516759,21955,223174.71709696,22315660440.3532,0.6601673,28000.92,0.2009964,0.0209208,5960.662,0.024042
"47","2007-2017","29820",3,"99","77","100","38","2017",47330.0292872924,111141.726681046,49987.2613023624,117969,991309.71053052,110175872904.05,0.7211272,31912.69,0.2239519,0.0115309,10900.45,0.0405476
"48","2007-2017","30780",3,"93","82","16","4","2017",45244.4931178386,104616.800280459,50070.8463186239,28378,353380.230088948,36969508954.2781,0.7278932,32938.48,0.2429504,0.0247905,9241.295,0.0619421
"49","2007-2017","31080",3,"34","59","46","22","2017",61577.9905031405,154341.577517052,71519.2516109302,833433,6187972.48341228,955061434721.962,0.721769,35005.88,0.2500715,0.0253929,20596.15,0.0760238
"50","2007-2017","31140",3,"31","13","32","34","2017",48990.869442713,115331.339295258,58974.7597472229,56492,661663.75735772,76310567299.1983,0.7473034,33464.43,0.2563787,0.0631454,9968.078,0.1153235
"51","2007-2017","31540",3,"10","25","51","48","2017",51481.5992719258,122098.245791033,74039.9155802669,25884,396722.60363986,48439133970.078,0.8166739,38644.18,0.2994731,0.1308448,9783.146,0.0691073
"52","2007-2017","32580",3,"53","12","5","93","2017",33246.1903166169,75756.0186611588,23159.4515972572,29552,263113.57332941,19932436771.147,0.6566091,20983.13,0.2370651,0.072202,24827.4,0.0383202
"53","2007-2017","32820",3,"63","80","53","13","2017",50078.2387822353,118159.198809877,55879.4495660782,49795,637614.56941821,75340026671.9605,0.7081569,30132.85,0.2295251,0.0670074,14158.83,0.0392297
"54","2007-2017","33100",3,"78","40","68","33","2017",52199.2830259935,128684.245321158,54117.8507210195,368891,2590078.6612783,333302317849.032,0.724694,29999.11,0.205865,0.0170305,12804.77,0.0137783
"55","2007-2017","33340",3,"56","66","37","25","2017",51011.7406219941,114729.538106346,62501.8140389026,70513,858694.37792127,98517609353.4237,0.7580451,36969.56,0.2741664,0.1427768,15631.07,0.1254478
"56","2007-2017","33460",3,"35","27","48","44","2017",59670.274683457,131197.848090259,71924.6112933286,157089,1973912.33038822,258973050065.762,0.8171431,39993.64,0.259133,0.0745908,17478.72,0.138703
"57","2007-2017","34980",3,"11",NA,"35","24","2017",52968.1899124958,131529.94534777,67007.1711145045,NA,969495.28578029,127517661953.602,0.7693813,34492.7,0.2523152,0.0055096,9187.279,0.0385312
"58","2007-2017","35300",3,"79","68","66","99","2017",54435.9538394948,138836.294468099,62157.1607861568,31648,385217.6899847,53482196641.0368,0.7323822,40295.42,0.2645318,0.0609544,19902.78,0.0855572
"59","2007-2017","35380",3,"98","49","23","29","2017",49687.7814018593,127962.725858736,57409.7577416524,59525,572363.450876003,73241187356.006,0.690946,32034.37,0.252048,0.102918,12875.76,0.077484
"60","2007-2017","35620",3,"39","19","47","52","2017",74592.2807090981,180992.685727302,84758.9323620592,1064924,9516272.70185308,1722375754421.79,0.7327818,40033.04,0.2527993,0.0579642,21176.11,0.0736205
"61","2007-2017","35840",3,"91","56","78","43","2017",43375.6964702566,106400.34634278,39113.7559827385,45073,295811.52114253,31474448301.7499,0.702071,30032.82,0.235389,0.0084322,7055.416,0.0283045
"62","2007-2017","36260",3,"83","30","10","45","2017",42202.2864339799,102842.841469663,40575.70694764,26080,262510.9423025,26997371223.2678,0.78182,33205.65,0.2724955,0.0229672,6435.164,0.0571162
"63","2007-2017","36420",3,"5","21","58","75","2017",47372.7070759756,117355.526512123,53588.5109442403,61368,631861.21329182,74152405368.4502,0.7209232,31505.84,0.2736642,0.0675429,10948.31,0.0740335
"64","2007-2017","36540",3,"25","18","24","59","2017",48543.5459456141,120898.947020163,65640.7958034189,43317,506733.98309951,61263604976.0637,0.8105074,36021.19,0.2517995,0.0714055,15037.46,0.083192
"65","2007-2017","36740",3,"89","16","84","74","2017",45645.9492038828,102013.939414349,50347.6618685079,140429,1238694.6652638,126364122535.099,0.7316576,30000.17,0.2184245,0.0106278,13181.45,0.0571422
"66","2007-2017","37100",3,"96","91","44","31","2017",54072.6232530492,149730.714749019,58598.2400404526,37483,334306.58823729,50055964402.0756,0.7500346,35188.55,0.2589113,0.0068769,20494.32,0.0430865
"67","2007-2017","37340",3,"94","67","86","6","2017",47628.4875096466,108313.71112428,39905.1517448029,24817,217060.229662847,23510599012.2716,0.6781753,30123.36,0.2375929,0.0113008,3113.926,0.0311639
"68","2007-2017","37980",3,"51","42","52","71","2017",59561.0737321102,146885.485543801,69580.2740346216,258319,2887757.7561702,424169700147.937,0.7223911,39974.32,0.2689167,0.1086533,16447.87,0.0873206
"69","2007-2017","38060",3,"90","57","81","47","2017",51805.6605783955,118246.244484078,51032.0341546142,205072,2044483.74233299,241752524439.629,0.7206532,34997.4,0.2504421,0.0420516,12108.55,0.0678455
"70","2007-2017","38300",3,"7","70","12","96","2017",53177.8526775918,127034.610847233,63101.0182745305,86759,1159037.15315229,147237833708.186,0.745653,35073.52,0.2730671,0.1025146,13983.93,0.1276518
"71","2007-2017","38900",3,"21","17","21","32","2017",56338.5624480484,126537.726880243,62440.6589847588,116464,1210527.7239988,153177426520.323,0.7684245,37925.67,0.2592745,0.0070735,10054.95,0.0666009
"72","2007-2017","39300",3,"33",NA,"42","88","2017",50370.1753174176,116766.130662623,52244.8269863473,56784,725340.79816753,84695238413.7612,0.7402573,37946.48,0.2704651,0.0866073,16641.48,0.1074367
"73","2007-2017","39340",3,"12","2","69","19","2017",41363.1868980325,101125.659665432,41972.1938207258,37348,256365.94019746,25925174818.2168,0.7439737,24981.49,0.332311,0.0172156,917.5332,0.0235662
"74","2007-2017","39580",3,"16","7","20","65","2017",53455.952289972,126540.457166228,59417.3436341309,61059,626889.21391761,79326847721.7118,0.7695627,39983.71,0.2460693,0.0416722,15955.55,0.0995101
"75","2007-2017","40060",3,"81","43","73","95","2017",51731.2103136952,122893.189932419,63478.8233155333,54915,668503.65830226,82154547050.2565,0.745109,36027.73,0.2620494,0.0710532,15547.25,0.1058766
"76","2007-2017","40140",3,"82","37","90","61","2017",44750.4498096892,110297.632777497,36204.1899815152,187054,1503563.0661011,165839446922.627,0.6675425,30006.18,0.2372236,0.0111046,13940.72,0.0540486
"77","2007-2017","40380",3,"17","60","25","94","2017",48247.0707862338,121877.149971489,58795.8721185744,39923,520022.76696903,63378892758.4731,0.7387998,32025.74,0.2758882,0.1504602,12312.52,0.144575
"78","2007-2017","40900",3,"59","64","91","85","2017",56998.1773144123,132530.992854418,57085.4239749819,105533,1001403.4149615,132716988832.652,0.6993064,36466.7,0.2772254,0.0478022,13985.54,0.0723772
"79","2007-2017","41180",3,"64","73","55","79","2017",51257.798968663,116795.878109214,57946.1669162897,105398,1392810.0800469,162674476338.443,0.7600831,35040.82,0.2664171,0.0932077,14879.31,0.109565
"80","2007-2017","41620",3,"32","15","39","83","2017",51364.4764093191,114506.152439605,70980.2911183563,70417,745783.011013241,85396743145.9501,0.7888286,33044.35,0.2592081,0.0430655,10021.16,0.0695538
"81","2007-2017","41700",3,"30","4","26","21","2017",48185.1058654953,113342.404035619,48839.1766654078,107837,1066033.97271911,120826853251.626,0.714288,29989.48,0.2325612,0.0317543,12036.33,0.0413946
"82","2007-2017","41740",3,"46","50","33","23","2017",59411.744971731,146505.370247175,68982.597539255,167505,1571561.37470836,230242181067.808,0.7432559,36071.18,0.2408766,0.0235207,15484.1,0.058665
"83","2007-2017","41860",3,"3","5","17","84","2017",89002.6164669796,216958.185247346,112187.365399317,323835,2444478.9973118,530349727132.019,0.7655267,50536.45,0.2643457,0.0478699,28716.13,0.0860627
"84","2007-2017","41940",3,"1","3","14","100","2017",122925.662240312,279206.061650848,156625.517291406,125190,1121072.72783411,313010301162.735,0.7627929,52890.57,0.280785,0.0182928,28024.05,0.0865914
"85","2007-2017","42540",3,"28","84","15","64","2017",41377.0332152297,101229.519641099,47854.0623101968,18117,262565.608400973,26579390412.7034,0.7387229,30027.15,0.2466854,0.0844151,12043.01,0.1259658
"86","2007-2017","42660",3,"2","11","34","67","2017",71667.7342518589,169225.666534205,90212.1400846598,175204,2061475.08596345,348854495465.823,0.7662879,45436.12,0.2592708,0.0315505,14418.14,0.0709528
"87","2007-2017","44060",3,"37","69","27","3","2017",45420.1492992642,102229.357307216,44955.0015599253,21336,248120.80334164,25365230260.166,0.7011827,30130.51,0.2564481,0.0601464,7759.203,0.0459212
"88","2007-2017","44140",3,"40",NA,"8","92","2017",46579.8554416159,104944.195092283,48364.0773653183,23216,291100.104861392,30549266195.958,0.6984094,35056.09,0.2613149,0.1539229,15972.97,0.1495623
"89","2007-2017","44700",3,"71","55","50","81","2017",45304.1028101564,110482.626909119,37722.914443971,22764,254515.72399354,28119565776.4827,0.665108,31401.15,0.2532923,0.0445343,15260.03,0.1002994
"90","2007-2017","45060",3,"8","79","6","36","2017",48488.3965636874,128928.854253739,60862.4566542396,19679,309125.77489816,39855231977.9189,0.7048786,33989.71,0.2779207,0.1482759,9829.559,0.1157119
"91","2007-2017","45300",3,"68","52","88","78","2017",48781.9079677581,115661.300678956,48604.077848699,156805,1299091.3708852,150254597657.39,0.7169348,31989.4,0.2397758,0.0128326,10132.32,0.0604788
"92","2007-2017","45780",3,"50","94","45","11","2017",45271.4649289178,114790.467818091,57967.5007299686,17994,304843.47608124,34993125230.6587,0.7296338,29924.05,0.2813897,0.1001753,9963.279,0.0738504
"93","2007-2017","46060",3,"92","92","83","37","2017",44468.970297116,99566.2928283134,37945.7147603025,30055,389787.54392916,38809700739.6798,0.6843745,28978.47,0.2729467,0.003604,10088.64,0.0580464
"94","2007-2017","46140",3,"45","61","7","82","2017",46705.7503510449,120341.740566787,53886.6705977769,42634,443618.711428005,53385847881.2412,0.7335083,32970.14,0.2540736,0.0293272,12048.93,0.0822913
"95","2007-2017","46520",3,"29","48","22","54","2017",52306.4956613602,123052.191511862,67310.0016032122,36949,540795.18834576,66546033085.0157,0.7809882,38020.59,0.2277155,0.0227965,9130.34,0.0633339
"96","2007-2017","47260",3,"80","88","96","50","2017",47839.5059346435,107814.433595275,52907.5124591487,58809,846625.73642734,91278474240.0965,0.753146,32969.25,0.2664679,0.0375707,12799.21,0.0843022
"97","2007-2017","47900",3,"38","32","56","86","2017",73853.444853417,157837.331658863,83173.9762963651,262074,3275894.36982991,517058426130.244,0.7900694,50490.22,0.2689065,0.0315836,23363.14,0.0861267
"98","2007-2017","48620",3,"70",NA,"93","91","2017",44476.074982992,116401.267541689,54643.1641363767,NA,303082.238880306,35279156775.0406,0.7437872,30054.19,0.2530057,0.0916143,12958.51,0.1173601
"99","2007-2017","49180",3,"73","87","79","90","2017",46926.2152712258,128954.664174649,51388.6511676438,21157,266092.726693867,34313898210.1243,0.7041349,30429.08,0.2470172,0.0641201,11376.48,0.1392976
"100","2007-2017","49340",3,"47",NA,"61","26","2017",51936.7954913067,123717.743090537,52914.4781396344,32949,403099.60025828,49870572784.6519,0.7292839,39984.95,0.2595828,0.1092154,12553.49,0.0551023
