cbsa_code,year_range,cbsa_name,st_name,cbsa_patents_invented,cbsa_inventors_per_patent,cbsa_patent_applications,cbsa_applicants_per_patent
"Parsons, KS",2008-2012,37660,Kansas,0.683333337306976,3,NA,NA
"Payson, AZ",2008-2012,37740,Arizona,10.348484992981,17,5,7
"Pensacola-Ferry Pass-Brent, FL",2008-2012,37860,Florida,71.8468246459961,169,60.25,66
"Peoria, IL",2008-2012,37900,Illinois,628.384582519531,1868,856.133361816406,902
"Peru, IN",2008-2012,37940,Indiana,3.28333330154419,7,0.5,1
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2008-2012,37980,Pennsylvania,6802.64990234375,21026,10221.9345703125,11237
"Phoenix-Mesa-Scottsdale, AZ",2008-2012,38060,Arizona,2371.58642578125,5978,1886.79650878906,2253
"Picayune, MS",2008-2012,38100,Mississippi,4.51388883590698,11,2.79166674613953,5
"Pierre, SD",2008-2012,38180,South Dakota,1.53571426868439,4,3.5,6
"Pine Bluff, AR",2008-2012,38220,Arkansas,1.74404764175415,5,4.36363649368286,8
"Pinehurst-Southern Pines, NC",2008-2012,38240,North Carolina,17.8041667938232,42,22.8333339691162,30
"Pittsburg, KS",2008-2012,38260,Kansas,3.68333339691162,14,9,9
"Pittsburgh, PA",2008-2012,38300,Pennsylvania,1971.50842285156,6138,1607.06213378906,1868
"Pittsfield, MA",2008-2012,38340,Massachusetts,61.6766242980957,139,27.4166660308838,33
"Plainview, TX",2008-2012,38380,Texas,2.54166674613953,6,NA,NA
"Platteville, WI",2008-2012,38420,Wisconsin,12.0023813247681,31,0.666666686534882,2
"Plattsburgh, NY",2008-2012,38460,New York,5.44166660308838,12,2,2
"Plymouth, IN",2008-2012,38500,Indiana,8.48376655578613,20,3,3
"Pocatello, ID",2008-2012,38540,Idaho,8.94999980926514,20,2.5,5
"Point Pleasant, WV-OH",2008-2012,38580,West Virginia,0.16666667163372,1,4.19999980926514,5
"Ponca City, OK",2008-2012,38620,Oklahoma,24.0658130645752,60,1.66666674613953,3
"Pontiac, IL",2008-2012,38700,Illinois,1.72619044780731,4,6,6
"Port Angeles, WA",2008-2012,38820,Washington,19.7178573608398,30,15.5,20
"Port Clinton, OH",2008-2012,38840,Ohio,9.37738132476807,28,0.892857193946838,3
"Portland-South Portland, ME",2008-2012,38860,Maine,291.604217529297,694,157.809524536133,188
"Portland-Vancouver-Hillsboro, OR-WA",2008-2012,38900,Oregon,3690.97607421875,11157,2111.73901367188,2541
"Port Lavaca, TX",2008-2012,38920,Texas,10.9575757980347,26,0.666666686534882,2
"Port St. Lucie, FL",2008-2012,38940,Florida,148.906494140625,298,98.125,115
"Portsmouth, OH",2008-2012,39020,Ohio,9.16666698455811,19,5.25,6
"Pottsville, PA",2008-2012,39060,Pennsylvania,22.3250007629395,43,18.8333339691162,21
"Prescott, AZ",2008-2012,39140,Arizona,32.7608184814453,71,24.3333339691162,29
"Price, UT",2008-2012,39220,Utah,2.86666679382324,7,2,3
"Prineville, OR",2008-2012,39260,Oregon,1.91666662693024,5,1.14285719394684,2
"Providence-Warwick, RI-MA",2008-2012,39300,Rhode Island,940.789489746094,2670,1447.50073242188,1585
"Provo-Orem, UT",2008-2012,39340,Utah,495.755126953125,1301,421.019439697266,535
"Pueblo, CO",2008-2012,39380,Colorado,31.8353538513184,65,12.5,14
"Pullman, WA",2008-2012,39420,Washington,96.6380996704102,281,133,142
"Punta Gorda, FL",2008-2012,39460,Florida,16.466667175293,34,11.8333330154419,16
"Quincy, IL-MO",2008-2012,39500,Illinois,10.4992427825928,22,5,5
"Racine, WI",2008-2012,39540,Wisconsin,169.302047729492,579,312.312805175781,400
"Raleigh, NC",2008-2012,39580,North Carolina,1888.83813476562,5482,823.957458496094,1072
"Rapid City, SD",2008-2012,39660,South Dakota,20.5365447998047,45,15,25
"Raymondville, TX",2008-2012,39700,Texas,0.0909090936183929,1,NA,NA
"Reading, PA",2008-2012,39740,Pennsylvania,113.954612731934,292,59.0611114501953,67
"Red Bluff, CA",2008-2012,39780,California,3.25,5,2,2
"Redding, CA",2008-2012,39820,California,33.2534103393555,63,18.8333339691162,23
"Red Wing, MN",2008-2012,39860,Minnesota,31.5737247467041,82,35.8666687011719,38
"Reno, NV",2008-2012,39900,Nevada,261.415710449219,624,609.816650390625,675
"Rexburg, ID",2008-2012,39940,Idaho,5.75,7,4,5
"Richmond, IN",2008-2012,39980,Indiana,5.9404764175415,16,4.40476179122925,6
"Richmond, VA",2008-2012,40060,Virginia,603.458923339844,1711,644.683349609375,760
"Richmond-Berea, KY",2008-2012,40080,Kentucky,10.7380952835083,33,3.83333349227905,5
"Rio Grande City, TX",2008-2012,40100,Texas,0.333333343267441,1,NA,NA
"Riverside-San Bernardino-Ontario, CA",2008-2012,40140,California,754.872253417969,1792,413.004241943359,539
"Riverton, WY",2008-2012,40180,Wyoming,3,3,5,5
"Roanoke, VA",2008-2012,40220,Virginia,193.275863647461,554,155.516662597656,177
"Roanoke Rapids, NC",2008-2012,40260,North Carolina,2.09166669845581,7,1,1
"Rochelle, IL",2008-2012,40300,Illinois,11.8666667938232,25,NA,NA
"Rochester, MN",2008-2012,40340,Minnesota,359.906433105469,1079,259.805145263672,313
"Rochester, NY",2008-2012,40380,New York,2078.74560546875,5502,2204.97436523438,2438
"Rockford, IL",2008-2012,40420,Illinois,151.946029663086,349,88.4285736083984,111
"Rock Springs, WY",2008-2012,40540,Wyoming,4.96666669845581,19,2.33333349227905,3
"Rocky Mount, NC",2008-2012,40580,North Carolina,8.96666717529297,32,6.33333349227905,8
"Rolla, MO",2008-2012,40620,Missouri,47.8428573608398,149,34.8333320617676,38
"Rome, GA",2008-2012,40660,Georgia,10.3845243453979,28,9,10
"Roseburg, OR",2008-2012,40700,Oregon,2.86666679382324,6,1.5,2
"Roswell, NM",2008-2012,40740,New Mexico,4.5,8,4.80000019073486,9
"Russellville, AR",2008-2012,40780,Arkansas,3.29166674613953,10,1.25,4
"Ruston, LA",2008-2012,40820,Louisiana,8.21666717529297,27,5.5,8
"Rutland, VT",2008-2012,40860,Vermont,18.6388893127441,45,14,18
"Sacramento-Roseville-Arden-Arcade, CA",2008-2012,40900,California,1043.22961425781,2851,490.098358154297,672
"Safford, AZ",2008-2012,40940,Arizona,7.01666688919067,18,NA,NA
"Saginaw, MI",2008-2012,40980,Michigan,98.312141418457,347,59.8222236633301,69
"St. Cloud, MN",2008-2012,41060,Minnesota,21.0722217559814,52,11.7333335876465,14
"St. George, UT",2008-2012,41100,Utah,28.8864479064941,67,16.8333339691162,25
"St. Joseph, MO-KS",2008-2012,41140,Missouri,26.4642868041992,79,27.5833339691162,29
"St. Louis, MO-IL",2008-2012,41180,Missouri,1797.92199707031,5363,1700.20251464844,1975
"St. Marys, GA",2008-2012,41220,Georgia,1.41666674613953,4,3.5,4
"Salem, OH",2008-2012,41400,Ohio,10.436544418335,29,3,3
"Salem, OR",2008-2012,41420,Oregon,53.4861106872559,109,32.4595222473145,37
"Salina, KS",2008-2012,41460,Kansas,10.125,30,14.5,16
"Salinas, CA",2008-2012,41500,California,90.377815246582,206,71.5666656494141,83
"Salisbury, MD-DE",2008-2012,41540,Maryland,41.951587677002,100,43.9166679382324,62
"Salt Lake City, UT",2008-2012,41620,Utah,1366.08349609375,3660,1465.64965820312,1794
"San Angelo, TX",2008-2012,41660,Texas,7.01666688919067,19,10,10
"San Antonio-New Braunfels, TX",2008-2012,41700,Texas,493.167114257812,1323,530.469055175781,584
"San Diego-Carlsbad, CA",2008-2012,41740,California,16421.541015625,52011,15498.634765625,16667
"Sandpoint, ID",2008-2012,41760,Idaho,9.01428604125977,21,7,7
"Sandusky, OH",2008-2012,41780,Ohio,38.5880966186523,78,38.6666679382324,42
"Sanford, NC",2008-2012,41820,North Carolina,20.1083335876465,49,27.8261909484863,41
"San Francisco-Oakland-Hayward, CA",2008-2012,41860,California,14259.6865234375,45429,13647.4130859375,16046
"San Jose-Sunnyvale-Santa Clara, CA",2008-2012,41940,California,17772.611328125,55384,22720.8125,24980
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2008-2012,42020,California,101.260040283203,253,55.0583343505859,73
"Santa Cruz-Watsonville, CA",2008-2012,42100,California,498.955047607422,1295,236.251220703125,318
"Santa Fe, NM",2008-2012,42140,New Mexico,90.952018737793,202,54.0999984741211,74
"Santa Maria-Santa Barbara, CA",2008-2012,42200,California,814.525268554688,2594,419.5849609375,549
"Santa Rosa, CA",2008-2012,42220,California,616.535888671875,1614,532.563110351562,581
"Sault Ste. Marie, MI",2008-2012,42300,Michigan,2.5,4,2,2
"Savannah, GA",2008-2012,42340,Georgia,61.6773796081543,132,60.9904747009277,104
"Sayre, PA",2008-2012,42380,Pennsylvania,10.4833335876465,25,8,8
"Scottsbluff, NE",2008-2012,42420,Nebraska,3.33333325386047,7,7,7
"Scottsboro, AL",2008-2012,42460,Alabama,1.66666674613953,3,1,1
"Scranton-Wilkes-Barre-Hazleton, PA",2008-2012,42540,Pennsylvania,77.076789855957,214,56.9249992370605,79
"Searcy, AR",2008-2012,42620,Arkansas,1.98333334922791,7,NA,NA
"Seattle-Tacoma-Bellevue, WA",2008-2012,42660,Washington,7369.2392578125,26702,6430.8251953125,7329
"Sebastian-Vero Beach, FL",2008-2012,42680,Florida,47.5944442749023,102,23.4023818969727,30
"Sebring, FL",2008-2012,42700,Florida,2.16666674613953,5,NA,NA
"Sedalia, MO",2008-2012,42740,Missouri,3.03333330154419,8,1.33333337306976,2
"Selinsgrove, PA",2008-2012,42780,Pennsylvania,0.726190507411957,3,NA,NA
"Seneca, SC",2008-2012,42860,South Carolina,23.3016242980957,56,5.25757598876953,8
"Seneca Falls, NY",2008-2012,42900,New York,4.90000009536743,13,1.3125,3
"Sevierville, TN",2008-2012,42940,Tennessee,5.85952377319336,15,2.5,3
"Seymour, IN",2008-2012,42980,Indiana,7.78690481185913,23,2.5,3
"Shawano, WI",2008-2012,43020,Wisconsin,2.39285707473755,8,3,3
"Shawnee, OK",2008-2012,43060,Oklahoma,2.5,3,1.33333337306976,2
"Sheboygan, WI",2008-2012,43100,Wisconsin,106.77579498291,284,131.75,139
"Shelby, NC",2008-2012,43140,North Carolina,13.7607145309448,37,7.66666650772095,9
"Shelbyville, TN",2008-2012,43180,Tennessee,2.36111116409302,4,2.34090900421143,4
"Shelton, WA",2008-2012,43220,Washington,4.70952367782593,13,1,2
"Sheridan, WY",2008-2012,43260,Wyoming,7.07619047164917,17,13.1111116409302,15
"Sherman-Denison, TX",2008-2012,43300,Texas,38.2999992370605,88,10,10
"Show Low, AZ",2008-2012,43320,Arizona,2.90000009536743,7,4.75,7
"Shreveport-Bossier City, LA",2008-2012,43340,Louisiana,59.6666679382324,119,45,51
"Sidney, OH",2008-2012,43380,Ohio,28.6905841827393,82,69.3000030517578,74
"Sierra Vista-Douglas, AZ",2008-2012,43420,Arizona,10.0416669845581,18,8,9
"Sikeston, MO",2008-2012,43460,Missouri,5,5,7,7
"Silver City, NM",2008-2012,43500,New Mexico,1.28730165958405,6,0.25,1
"Sioux City, IA-NE-SD",2008-2012,43580,Iowa,23.6666660308838,54,9.5,11
"Sioux Falls, SD",2008-2012,43620,South Dakota,95.6440505981445,215,95.9166641235352,109
"Snyder, TX",2008-2012,43660,Texas,1,1,1,1
"Somerset, KY",2008-2012,43700,Kentucky,0.25,1,0.200000002980232,1
"Somerset, PA",2008-2012,43740,Pennsylvania,14.7833337783813,29,18,19
"Sonora, CA",2008-2012,43760,California,14.045238494873,34,15.4583330154419,17
"South Bend-Mishawaka, IN-MI",2008-2012,43780,Indiana,144.152526855469,324,64.9047622680664,72
"Spartanburg, SC",2008-2012,43900,South Carolina,129.568649291992,418,302.158325195312,326
"Spearfish, SD",2008-2012,43940,South Dakota,0.5,1,NA,NA
"Spirit Lake, IA",2008-2012,44020,Iowa,3.91666674613953,9,NA,NA
"Spokane-Spokane Valley, WA",2008-2012,44060,Washington,245.408477783203,602,239.516662597656,261
"Springfield, IL",2008-2012,44100,Illinois,43.7603530883789,110,29.4333343505859,38
"Springfield, MA",2008-2012,44140,Massachusetts,258.851226806641,766,162.833770751953,191
"Springfield, MO",2008-2012,44180,Missouri,44.2309532165527,111,48.5,49
"Springfield, OH",2008-2012,44220,Ohio,12.2142972946167,31,9.69999980926514,11
"Starkville, MS",2008-2012,44260,Mississippi,30.8650798797607,78,12.5,14
"State College, PA",2008-2012,44300,Pennsylvania,188.214248657227,599,182.842864990234,246
"Statesboro, GA",2008-2012,44340,Georgia,2.03333330154419,4,NA,NA
"Staunton-Waynesboro, VA",2008-2012,44420,Virginia,30.6727275848389,75,17.8333339691162,19
"Steamboat Springs, CO",2008-2012,44460,Colorado,14.3111114501953,39,10.3333330154419,12
"Stephenville, TX",2008-2012,44500,Texas,7.33333349227905,14,1.5,2
"Sterling, CO",2008-2012,44540,Colorado,3.5,7,NA,NA
"Sterling, IL",2008-2012,44580,Illinois,5.85238122940063,14,4,4
"Stevens Point, WI",2008-2012,44620,Wisconsin,9.6845235824585,22,6,6
"Stillwater, OK",2008-2012,44660,Oklahoma,49.6456336975098,112,49.8333320617676,53
"Stockton-Lodi, CA",2008-2012,44700,California,93.4082870483398,271,39.2261924743652,50
"Storm Lake, IA",2008-2012,44740,Iowa,NA,NA,1,1
"Sturgis, MI",2008-2012,44780,Michigan,7.46785736083984,18,3.75,6
"Sulphur Springs, TX",2008-2012,44860,Texas,1.60000002384186,4,1,1
"Summerville, GA",2008-2012,44900,Georgia,0.76666671037674,3,2,2
"Summit Park, UT",2008-2012,44920,Utah,102.06706237793,194,67.226188659668,84
"Sumter, SC",2008-2012,44940,South Carolina,3.23333334922791,7,NA,NA
"Sunbury, PA",2008-2012,44980,Pennsylvania,6.08333349227905,12,5,7
"Susanville, CA",2008-2012,45000,California,0.25,1,NA,NA
"Sweetwater, TX",2008-2012,45020,Texas,NA,NA,2,2
"Syracuse, NY",2008-2012,45060,New York,580.5634765625,1479,325.897613525391,374
"Tahlequah, OK",2008-2012,45140,Oklahoma,1,1,1,1
"Talladega-Sylacauga, AL",2008-2012,45180,Alabama,2.53333330154419,6,1,2
"Tallahassee, FL",2008-2012,45220,Florida,67.4353179931641,157,48.7999992370605,64
"Tampa-St. Petersburg-Clearwater, FL",2008-2012,45300,Florida,807.0546875,1928,670.890197753906,839
"Taos, NM",2008-2012,45340,New Mexico,1.86666667461395,4,2.5,3
"Taylorville, IL",2008-2012,45380,Illinois,3.21666669845581,10,7,7
"Terre Haute, IN",2008-2012,45460,Indiana,29.9857139587402,71,7.83333349227905,13
"Texarkana, TX-AR",2008-2012,45500,Texas,13.25,34,8,8
"The Dalles, OR",2008-2012,45520,Oregon,5.33333349227905,8,4.25,5
"The Villages, FL",2008-2012,45540,Florida,1.25,2,1,1
"Thomaston, GA",2008-2012,45580,Georgia,2,2,1,1
"Thomasville, GA",2008-2012,45620,Georgia,0.708333313465118,3,NA,NA
"Tiffin, OH",2008-2012,45660,Ohio,8.36590957641602,21,5,5
"Tifton, GA",2008-2012,45700,Georgia,3.36666679382324,7,NA,NA
"Toccoa, GA",2008-2012,45740,Georgia,1.20000004768372,2,NA,NA
"Toledo, OH",2008-2012,45780,Ohio,458.888824462891,1289,620.811645507812,740
"Topeka, KS",2008-2012,45820,Kansas,35.3639259338379,97,58.5,59
"Torrington, CT",2008-2012,45860,Connecticut,176.791748046875,494,72.3528900146484,89
"Traverse City, MI",2008-2012,45900,Michigan,59.2559547424316,124,47.5,54
"Trenton, NJ",2008-2012,45940,New Jersey,1254.85229492188,4368,1134.34228515625,1299
"Troy, AL",2008-2012,45980,Alabama,2.20000004768372,8,2,2
"Truckee-Grass Valley, CA",2008-2012,46020,California,52.1873016357422,94,27.8333339691162,33
"Tucson, AZ",2008-2012,46060,Arizona,826.148986816406,2414,376.272064208984,469
"Tullahoma-Manchester, TN",2008-2012,46100,Tennessee,7.42619037628174,14,3.33333349227905,6
"Tulsa, OK",2008-2012,46140,Oklahoma,313.271667480469,798,141.023010253906,193
"Tupelo, MS",2008-2012,46180,Mississippi,12.8333330154419,19,4,6
"Tuscaloosa, AL",2008-2012,46220,Alabama,48.1051597595215,128,51.5909080505371,56
"Twin Falls, ID",2008-2012,46300,Idaho,15.7690477371216,42,5.5,8
"Tyler, TX",2008-2012,46340,Texas,43.7726211547852,92,11.875,18
"Ukiah, CA",2008-2012,46380,California,19.0928573608398,35,13,14
"Urbana, OH",2008-2012,46500,Ohio,2.84285712242126,10,2.70000004768372,4
"Urban Honolulu, HI",2008-2012,46520,Hawaii,177.189086914062,397,166.983337402344,199
"Utica-Rome, NY",2008-2012,46540,New York,42.6909103393555,105,32.75,42
"Valdosta, GA",2008-2012,46660,Georgia,5.17763185501099,10,5,6
"Vallejo-Fairfield, CA",2008-2012,46700,California,117.235702514648,278,46.8666687011719,58
"Valley, AL",2008-2012,46740,Alabama,1.83333337306976,6,NA,NA
"Van Wert, OH",2008-2012,46780,Ohio,4.08333349227905,9,2.5,3
"Vermillion, SD",2008-2012,46820,South Dakota,4.16666650772095,7,6.5,10
"Vernal, UT",2008-2012,46860,Utah,7.83571434020996,17,4.79166650772095,7
"Vernon, TX",2008-2012,46900,Texas,0.5,1,NA,NA
"Vicksburg, MS",2008-2012,46980,Mississippi,3.87970781326294,33,1.5,2
"Victoria, TX",2008-2012,47020,Texas,15.042857170105,36,2,2
"Vincennes, IN",2008-2012,47180,Indiana,2.58333325386047,5,1,2
"Vineland-Bridgeton, NJ",2008-2012,47220,New Jersey,13.7748012542725,34,9.33333301544189,11
"Vineyard Haven, MA",2008-2012,47240,Massachusetts,9.19999980926514,13,10.5,12
"Virginia Beach-Norfolk-Newport News, VA-NC",2008-2012,47260,Virginia,271.287750244141,708,194.985717773438,252
"Visalia-Porterville, CA",2008-2012,47300,California,25.4837665557861,62,22.6666660308838,26
"Wabash, IN",2008-2012,47340,Indiana,1.65238094329834,5,1,1
"Waco, TX",2008-2012,47380,Texas,42.4436874389648,100,31.4444446563721,39
"Wahpeton, ND-MN",2008-2012,47420,North Dakota,9.37626266479492,26,3.10000014305115,4
"Walla Walla, WA",2008-2012,47460,Washington,11.5355157852173,46,14.5,15
"Wapakoneta, OH",2008-2012,47540,Ohio,36.7382049560547,107,56.75,59
"Warner Robins, GA",2008-2012,47580,Georgia,8,18,2.20000004768372,3
"Warren, PA",2008-2012,47620,Pennsylvania,1.75,6,0.449999988079071,2
"Warrensburg, MO",2008-2012,47660,Missouri,2.33333349227905,5,1,1
"Warsaw, IN",2008-2012,47700,Indiana,195.775085449219,596,584.016662597656,617
"Washington, IN",2008-2012,47780,Indiana,2.625,6,1,2
"Washington, NC",2008-2012,47820,North Carolina,4.53333330154419,10,1,1
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2008-2012,47900,District of Columbia,3805.13598632812,11021,3550.30151367188,4354
"Washington Court House, OH",2008-2012,47920,Ohio,2.41666674613953,6,1.5,3
"Waterloo-Cedar Falls, IA",2008-2012,47940,Iowa,39.0499992370605,98,16.8333339691162,21
"Watertown, SD",2008-2012,47980,South Dakota,2.29999995231628,6,8,8
"Watertown-Fort Atkinson, WI",2008-2012,48020,Wisconsin,19.5560245513916,62,6.23333358764648,9
"Watertown-Fort Drum, NY",2008-2012,48060,New York,14.4499998092651,37,14.5,17
"Wausau, WI",2008-2012,48140,Wisconsin,35.8222236633301,117,28,32
"Waycross, GA",2008-2012,48180,Georgia,1.14285719394684,2,1,1
"Weatherford, OK",2008-2012,48220,Oklahoma,0.476190507411957,2,1,1
"Weirton-Steubenville, WV-OH",2008-2012,48260,West Virginia,9.41904735565186,25,2.33333325386047,4
"Wenatchee, WA",2008-2012,48300,Washington,11.8666667938232,16,7.25,9
"West Plains, MO",2008-2012,48460,Missouri,1.20000004768372,2,2,2
"Wheeling, WV-OH",2008-2012,48540,West Virginia,10.0333337783813,26,4.39285707473755,8
"Whitewater-Elkhorn, WI",2008-2012,48580,Wisconsin,34.8496398925781,87,38.1440467834473,50
"Wichita, KS",2008-2012,48620,Kansas,203.869049072266,444,142.733337402344,168
"Wichita Falls, TX",2008-2012,48660,Texas,12.75,28,10.5,14
"Williamsport, PA",2008-2012,48700,Pennsylvania,21.5833339691162,59,21.6333332061768,32
"Williston, ND",2008-2012,48780,North Dakota,1.5,2,1,1
"Willmar, MN",2008-2012,48820,Minnesota,11.1999998092651,25,11,15
"Wilmington, NC",2008-2012,48900,North Carolina,102.138893127441,286,73.4595260620117,85
"Wilmington, OH",2008-2012,48940,Ohio,21.394998550415,86,21,27
"Wilson, NC",2008-2012,48980,North Carolina,7.28333330154419,19,5.66666650772095,7
"Winchester, VA-WV",2008-2012,49020,Virginia,38.4797973632812,87,31.3999996185303,36
"Winnemucca, NV",2008-2012,49080,Nevada,1.75,4,1,1
"Winona, MN",2008-2012,49100,Minnesota,35.3079719543457,117,8.5,10
"Winston-Salem, NC",2008-2012,49180,North Carolina,475.236968994141,1457,342.583343505859,409
"Wisconsin Rapids-Marshfield, WI",2008-2012,49220,Wisconsin,9.61666679382324,22,2,2
"Woodward, OK",2008-2012,49260,Oklahoma,1,2,0.5,1
"Wooster, OH",2008-2012,49300,Ohio,84.8834075927734,185,31.7333335876465,41
"Worcester, MA-CT",2008-2012,49340,Massachusetts,1420.70947265625,4306,1015.29644775391,1219
"Worthington, MN",2008-2012,49380,Minnesota,3.63333344459534,18,9,9
"Yakima, WA",2008-2012,49420,Washington,13.2476196289062,34,6.69999980926514,8
"Yankton, SD",2008-2012,49460,South Dakota,5.78333330154419,12,2,2
"York-Hanover, PA",2008-2012,49620,Pennsylvania,240.557846069336,667,170.759521484375,197
"Youngstown-Warren-Boardman, OH-PA",2008-2012,49660,Ohio,86.6685791015625,212,61.0769233703613,74
"Yuba City, CA",2008-2012,49700,California,5.83333349227905,15,3,4
"Yuma, AZ",2008-2012,49740,Arizona,6.38948440551758,26,4.75,7
"Zanesville, OH",2008-2012,49780,Ohio,2.70000004768372,6,2,2
"Zapata, TX",2008-2012,49820,Texas,0.333333373069763,1,NA,NA
Rest of Alabama,2008-2012,90001,Alabama,26.5492057800293,68,21.3047618865967,33
Rest of Alaska,2008-2012,90002,Alaska,8.91666698455811,14,4.33333349227905,5
Rest of Arizona,2008-2012,90004,Arizona,7.73968267440796,27,NA,NA
Rest of Arkansas,2008-2012,90005,Arkansas,22.91428565979,46,13.6666669845581,18
Rest of California,2008-2012,90006,California,46.7603912353516,102,14.7916669845581,18
Rest of Colorado,2008-2012,90008,Colorado,43.6111488342285,83,25.2261905670166,30
Rest of Florida,2008-2012,90012,Florida,15.8500003814697,30,11.5,14
Rest of Georgia,2008-2012,90013,Georgia,47.9003982543945,122,19.6666660308838,26
Rest of Idaho,2008-2012,90016,Idaho,41.3587684631348,106,13.25,17
Rest of Illinois,2008-2012,90017,Illinois,39.5742416381836,93,28.7238101959229,42
Rest of Indiana,2008-2012,90018,Indiana,70.4359664916992,218,31.2551441192627,48
Rest of Iowa,2008-2012,90019,Iowa,124.447532653809,311,105.75,124
Rest of Kansas,2008-2012,90020,Kansas,95.5037307739258,263,227.005157470703,254
Rest of Kentucky,2008-2012,90021,Kentucky,38.4908027648926,101,13.7170991897583,24
Rest of Louisiana,2008-2012,90022,Louisiana,10.9750003814697,21,5,5
Rest of Maine,2008-2012,90023,Maine,70.5416641235352,171,48.0833320617676,57
Rest of Maryland,2008-2012,90024,Maryland,4.13333320617676,12,2.66666674613953,4
Rest of Massachusetts,2008-2012,90025,Massachusetts,1,1,NA,NA
Rest of Michigan,2008-2012,90026,Michigan,125.161544799805,313,66.7777786254883,78
Rest of Minnesota,2008-2012,90027,Minnesota,128.580032348633,347,81.8011932373047,108
Rest of Mississippi,2008-2012,90028,Mississippi,21.4917030334473,66,14.0833330154419,18
Rest of Missouri,2008-2012,90029,Missouri,51.490909576416,128,29,39
Rest of Montana,2008-2012,90030,Montana,41.7071418762207,108,13.0476188659668,22
Rest of Nebraska,2008-2012,90031,Nebraska,20.3028144836426,50,14.5095243453979,20
Rest of Nevada,2008-2012,90032,Nevada,0.25,1,2,2
Rest of New Hampshire,2008-2012,90033,New Hampshire,13.4503965377808,29,4,4
Rest of New Mexico,2008-2012,90035,New Mexico,10.1413421630859,25,4.11666679382324,10
Rest of New York,2008-2012,90036,New York,103.347259521484,251,34.4869041442871,63
Rest of North Carolina,2008-2012,90037,North Carolina,26.3409099578857,63,9.36666679382324,15
Rest of North Dakota,2008-2012,90038,North Dakota,54.4135055541992,151,69.6666641235352,75
Rest of Ohio,2008-2012,90039,Ohio,104.877967834473,326,29,33
Rest of Oklahoma,2008-2012,90040,Oklahoma,65.7047958374023,132,366.825439453125,387
Rest of Oregon,2008-2012,90041,Oregon,6.91666650772095,18,12.5,17
Rest of Pennsylvania,2008-2012,90042,Pennsylvania,80.0376968383789,205,24.0369052886963,39
Rest of South Carolina,2008-2012,90045,South Carolina,9.5,15,8,9
Rest of South Dakota,2008-2012,90046,South Dakota,13.1833333969116,26,8.41666698455811,13
Rest of Tennessee,2008-2012,90047,Tennessee,53.3107147216797,120,22.033332824707,33
Rest of Texas,2008-2012,90048,Texas,133.239151000977,330,86.0833358764648,97
Rest of Utah,2008-2012,90049,Utah,16.3666667938232,32,13.75,17
Rest of Vermont,2008-2012,90050,Vermont,53.9742889404297,140,37.3333320617676,54
Rest of Virginia,2008-2012,90051,Virginia,76.574348449707,215,23.4500007629395,39
Rest of Washington,2008-2012,90053,Washington,50.3039817810059,114,33.6761894226074,41
Rest of West Virginia,2008-2012,90054,West Virginia,15.7178573608398,37,10.0595235824585,13
Rest of Wisconsin,2008-2012,90055,Wisconsin,117.884971618652,327,56.5678558349609,70
Rest of Wyoming,2008-2012,90056,Wyoming,24.7428569793701,43,11,13
NOT CLASSIFIED,2008-2012,USZZZ,NOT CLASSIFIED,2065.5908203125,6066,281.678527832031,402
